Name,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Nizwá,22.9333,57.5333,77.67,20,0,2.82,OM,1611121131
Schladming,47.3929,13.687,32.0,80,100,4.23,AT,1611121133
Vestmannaeyjar,63.4427,-20.2734,35.73,80,52,16.31,IS,1611121134
Naze,28.3667,129.4833,66.2,55,75,14.97,JP,1611120901
Parabel',58.6978,81.4825,-24.65,85,0,3.78,RU,1611121137
Safakulevo,54.9901,62.5442,6.39,95,100,4.41,RU,1611121138
Pimentel,-6.8367,-79.9342,69.98,84,100,10.65,PE,1611121139
Dīr,35.2058,71.8756,51.1,33,0,9.28,PK,1611121140
Tiksi,71.6872,128.8694,-26.3,85,100,4.18,RU,1611121142
Dunedin,-45.8742,170.5036,55.62,73,100,10.6,NZ,1611121143
Labuhan,-6.8844,112.2051,83.19,79,97,9.69,ID,1611121145
Teya,60.3778,92.6267,-18.76,83,86,3.4,RU,1611121146
Tual,-5.6667,132.75,83.48,72,96,1.48,ID,1611121147
Lorengau,-2.0226,147.2712,84.27,71,88,6.17,PG,1611121148
Pasni,25.2631,63.471,69.85,71,0,1.48,PK,1611121149
Shestakovo,56.4915,103.96,-0.85,87,100,12.12,RU,1611121150
Lewiston,44.1003,-70.2148,19.0,88,90,2.26,US,1611121124
Mana,5.6592,-53.7767,75.6,83,100,11.36,GF,1611121153
Kaitangata,-46.2817,169.8464,52.0,68,99,13.0,NZ,1611121154
Antalaha,-14.9003,50.2788,78.24,86,100,4.21,MG,1611121155
Vila Velha,-20.3297,-40.2925,73.0,88,20,3.44,BR,1611121157
Marevo,57.3146,32.0804,7.21,94,0,4.68,RU,1611121161
Sioux Lookout,50.1001,-91.917,-4.0,84,90,8.05,CA,1611121162
Olinda,-8.0089,-34.8553,78.8,69,40,6.91,BR,1611121163
Alta Floresta,-9.8756,-56.0861,73.4,100,0,1.14,BR,1611121165
Umm Kaddadah,13.6017,26.6876,56.21,36,1,23.98,SD,1611121167
Bulgan,48.8125,103.5347,22.73,86,5,3.38,MN,1611121169
Kabompo,-13.5927,24.2008,67.95,94,100,5.26,ZM,1611121170
Miraflores,19.2167,-98.8083,60.8,44,40,11.5,MX,1611121172
Husavik,66.0449,-17.3389,30.2,93,90,18.41,IS,1611121173
Arman',59.7,150.1667,-12.14,79,0,7.58,RU,1611121174
Luena,-11.7833,19.9167,64.17,88,100,6.02,AO,1611121175
Sibolga,1.7427,98.7792,85.15,61,97,4.74,ID,1611121176
Shelburne,44.0787,-80.2041,23.0,80,78,9.89,CA,1611121179
Chumikan,54.7183,135.315,-9.67,77,32,22.19,RU,1611121181
Ruska Poliana,49.417,31.9201,7.34,92,0,4.68,UA,1611121182
Ulety,51.3572,112.4849,13.78,84,68,8.3,RU,1611121183
Mollet del Vallès,41.5403,2.2131,52.0,93,90,3.24,ES,1611121039
San Patricio,28.017,-97.5169,68.0,83,90,10.36,US,1611121185
Araguaçu,-12.9306,-49.8264,72.07,90,99,4.43,BR,1611121186
Kichmengskiy Gorodok,59.9816,45.7854,1.49,93,84,5.1,RU,1611121188
Aripuanã,-9.1667,-60.6333,71.53,99,100,0.43,BR,1611121189
Kathu,7.9178,98.3332,84.2,61,20,10.36,TH,1611121190
Viedma,-40.8135,-62.9967,67.01,78,28,5.32,AR,1611121191
Moyo,3.6609,31.7247,79.7,32,58,4.36,UG,1611121192
Ust'-Ordynskiy,52.805,104.7508,8.6,92,0,6.71,RU,1611121193
Leshukonskoye,64.8989,45.7622,4.91,95,100,1.92,RU,1611121194
San Andrés,12.5847,-81.7006,80.6,78,40,20.71,CO,1611121196
Mogadishu,2.0371,45.3438,81.03,73,97,20.2,SO,1611121197
Porvoo,60.3923,25.6651,23.0,94,8,7.09,FI,1611121198
Aklavik,68.2191,-135.0107,1.4,85,100,4.61,CA,1611121199
Stabat,3.761,98.4513,84.2,74,40,4.61,ID,1611121202
Camacupa,-12.0167,17.4833,61.79,75,100,3.98,AO,1611121204
Batagay,67.6333,134.6333,-36.6,78,95,1.81,RU,1611121205
Haysville,37.5645,-97.3523,32.0,59,1,5.75,US,1611121078
Galle,6.0367,80.217,82.72,68,79,3.58,LK,1611120999
Soanierana Ivongo,-16.9167,49.5833,81.55,84,100,8.59,MG,1611121210
Sobolevo,54.4299,31.8996,-4.07,92,44,4.43,RU,1611121211
Raudeberg,61.9875,5.1352,34.0,68,0,8.84,NO,1611121213
Merauke,-8.4667,140.3333,86.2,66,93,9.22,ID,1611121214
Edgewater,28.9889,-80.9023,53.01,93,1,4.09,US,1611121215
Burnie,-41.0667,145.9167,70.0,52,0,13.0,AU,1611121218
Marawi,7.9986,124.2928,82.0,84,98,7.0,PH,1611121219
Alice Springs,-23.7,133.8833,96.8,11,0,6.91,AU,1611121221
Tasiilaq,65.6145,-37.6368,8.6,72,94,3.0,GL,1611121222
Gravdal,68.1214,13.5031,28.4,64,75,6.91,NO,1611121223
Kaeo,-35.1,173.7833,63.0,74,44,8.01,NZ,1611121224
Margate,51.3813,1.3862,48.99,93,100,5.01,GB,1611121226
Kharitonovo,61.4009,47.4978,4.84,94,92,4.85,RU,1611121229
Codrington,-38.2667,141.9667,65.19,59,0,13.85,AU,1611121230
Margaritas,20.4538,-102.4739,60.53,50,56,1.7,MX,1611121231
Kidal,18.4411,1.4078,57.31,32,0,15.32,ML,1611121233
Lompoc,34.6391,-120.4579,55.99,43,0,5.75,US,1611121046
Griffith,41.5284,-87.4237,28.4,86,90,14.97,US,1611121235
Lata,40.1629,-8.3327,55.0,84,100,10.0,PT,1611121237
Port Macquarie,-31.4333,152.9167,72.0,68,98,1.01,AU,1611121120
Young,-32.6833,-57.6333,66.15,57,0,7.36,UY,1611121141
Cabo San Lucas,22.8909,-109.9124,63.0,78,100,8.99,MX,1611121240
Haines Junction,60.7522,-137.5108,17.6,93,88,2.3,CA,1611121241
San Julián,21.0167,-102.1667,57.47,58,95,0.92,MX,1611121242
Souillac,-20.5167,57.5167,84.2,79,75,8.05,MU,1611121244
Tsumeb,-19.2333,17.7167,66.2,94,100,2.3,NA,1611121245
Blagoyevo,63.3667,47.9167,6.51,95,100,5.28,RU,1611121246
Ca Mau,9.1769,105.15,87.71,41,89,5.66,VN,1611120987
Okha,53.5739,142.9478,-12.14,82,62,18.77,RU,1611121248
Port Keats,-14.25,129.55,90.09,64,81,7.81,AU,1611121249
Harper,4.375,-7.7169,78.01,84,66,6.02,LR,1611121250
Carutapera,-1.195,-46.02,75.04,92,100,6.8,BR,1611121252
Nurota,40.5614,65.6886,50.0,57,100,16.11,UZ,1611121253
Bitung,1.4451,125.1824,87.8,70,40,3.44,ID,1611121255
Warrnambool,-38.3833,142.4833,71.01,61,0,1.01,AU,1611121256
Otane,-39.8833,176.6333,55.0,72,99,13.0,NZ,1611121258
Udachny,66.4167,112.4,-53.9,67,100,2.3,RU,1611121005
Oparino,59.8518,48.2783,-1.57,93,89,5.19,RU,1611121260
Amoy,24.4798,118.0819,71.6,53,75,6.71,CN,1611121261
Berlevåg,70.8578,29.0864,23.0,74,75,8.05,NO,1611121263
Padang,-0.9492,100.3543,87.8,58,30,6.91,ID,1611121266
Sorong,-0.8833,131.25,84.9,73,47,13.96,ID,1611121003
Mirny,62.5353,113.9611,-44.34,78,100,4.05,RU,1611121268
Abalak,58.1286,68.5944,-6.66,88,100,9.46,RU,1611121269
Terekli-Mekteb,44.1671,45.8698,29.75,88,97,6.85,RU,1611121270
Baculin,7.4525,126.5842,84.45,68,99,4.14,PH,1611121271
Wanning,18.8003,110.3967,71.15,85,85,8.19,CN,1611121273
Lima,-12.0432,-77.0282,73.0,83,20,11.5,PE,1611121275
Binga,-17.6203,27.3414,72.86,91,100,4.29,ZW,1611121276
Jalu,29.0331,21.5482,44.47,80,32,5.64,LY,1611121277
Narsaq,60.9167,-46.05,37.4,38,20,27.63,GL,1611121278
Aykhal,66.0,111.5,-53.21,69,100,2.04,RU,1611121279
Hay River,60.8156,-115.7999,23.0,86,84,16.11,CA,1611121194
Båtsfjord,70.6345,29.7185,23.0,93,75,20.71,NO,1611121281
Ponta do Sol,32.6667,-17.1,61.0,88,100,8.99,PT,1611121283
La Santisima Trinidad,-14.8333,-64.9,69.87,83,46,2.08,BO,1611121284
Dimitrovgrad,54.2139,49.6184,-14.8,76,74,4.47,RU,1611121285
Samur,41.8253,48.486,32.32,96,83,8.19,RU,1611121286
Salina Cruz,16.1667,-95.2,77.59,64,64,18.21,MX,1611121287
Mayo,38.8876,-76.5119,35.01,69,1,6.64,US,1611121288
Bilibino,68.0546,166.4372,-44.59,75,40,0.27,RU,1611121290
Bintulu,3.1667,113.0333,78.8,94,40,4.61,MY,1611121291
Port Elizabeth,-33.918,25.5701,68.0,88,40,4.61,ZA,1611121292
Ankara,39.9199,32.8543,16.0,85,0,2.33,TR,1611121293
Formosa do Rio Preto,-11.0483,-45.1931,70.56,68,23,0.38,BR,1611121294
São José da Coroa Grande,-8.8978,-35.1478,76.28,84,79,6.38,BR,1611121296
Dhībān,35.0365,40.5167,49.06,72,73,6.11,SY,1611121297
Cairns,-16.9167,145.7667,79.0,89,75,4.61,AU,1611121299
Florø,61.5996,5.0328,37.4,60,0,11.5,NO,1611121300
Kamyshnya,50.1859,33.684,0.93,93,0,3.56,UA,1611121302
Ilulissat,69.2167,-51.1,21.2,63,92,9.22,GL,1611121303
Itarema,-2.9248,-39.9167,78.26,83,100,8.66,BR,1611121305
Chara,56.9064,118.2631,-7.37,80,98,0.34,RU,1611121306
San Francisco,37.7749,-122.4194,57.99,30,20,4.61,US,1611121275
Namatanai,-3.6667,152.4333,83.84,70,95,9.86,PG,1611121308
Yining,29.0361,114.5636,65.55,34,38,2.66,CN,1611121309
Oktyabr'skiy,54.4815,53.471,-8.23,89,100,7.52,RU,1611121310
São Raimundo das Mangabeiras,-7.0219,-45.4811,71.47,92,100,2.46,BR,1611121311
Port Blair,11.6667,92.75,82.24,57,33,12.66,IN,1611121312
Dvinskoy Bereznik,62.8551,42.7072,4.68,95,94,5.35,RU,1611121314
Nhamundá,-2.1861,-56.7131,73.89,97,97,3.09,BR,1611121315
Chase,50.8165,-119.6857,28.99,86,72,1.14,CA,1611121316
Qaqortoq,60.7167,-46.0333,37.4,38,20,27.63,GL,1611121317
Hasaki,35.7333,140.8333,48.0,31,20,3.44,JP,1611121318
Guane,22.2025,-84.0875,65.39,87,62,9.08,CU,1611121319
Kurisove,46.9695,30.9591,26.01,93,75,4.47,UA,1611121321
Chicama,-7.8447,-79.1469,72.3,76,99,4.76,PE,1611121322
Mezcala,20.9333,-102.75,62.01,60,77,2.66,MX,1611121323
Marabá,-5.3686,-49.1178,77.0,100,75,8.05,BR,1611121324
Pokhara,28.2333,83.9833,66.72,40,50,5.46,NP,1611121142
Española,35.9911,-106.0806,25.0,86,1,6.91,US,1611121327
Speightstown,13.25,-59.65,78.8,69,40,21.85,BB,1611121329
Kabinda,-6.1333,24.4833,68.09,95,100,1.72,CD,1611121330
Rocha,-34.4833,-54.3333,59.86,83,0,5.01,UY,1611121331
Wau,7.7029,27.9953,70.54,22,40,10.02,SS,1611121333
Amga,60.8953,131.9608,-34.13,79,98,1.54,RU,1611121334
Barabinsk,55.3571,78.357,-14.1,87,75,6.55,RU,1611121336
Corinth,37.9407,22.9573,41.0,53,0,1.01,GR,1611121337
Acaraú,-2.8856,-40.12,78.1,84,100,8.39,BR,1611121155
Carupano,10.6678,-63.2585,74.62,84,90,12.91,VE,1611121339
Cap-aux-Meules,47.3821,-61.8597,21.2,73,100,19.57,CA,1611121340
Huarmey,-10.0681,-78.1522,70.93,82,95,8.37,PE,1611121341
Riyadh,24.6877,46.7219,59.0,36,0,8.05,SA,1611121343
Filingué,14.3521,3.3168,62.49,28,0,10.63,NE,1611121344
Fallon,39.4735,-118.7774,24.8,50,1,4.61,US,1611121345
Perth,-31.9333,115.8333,87.8,48,20,11.5,AU,1611121337
Arlit,18.7369,7.3853,55.96,33,0,6.31,NE,1611121348
Sūrandai,8.9667,77.4,82.45,53,53,3.33,IN,1611121341
Killybegs,54.6333,-8.45,34.0,97,100,8.86,IE,1611121350
Paamiut,61.994,-49.6678,29.12,87,100,3.33,GL,1611121352
Chimoio,-19.1164,33.4833,71.6,100,75,3.18,MZ,1611121353
Miyako,39.6367,141.9525,32.14,85,58,0.94,JP,1611121354
Valley City,46.9233,-98.0032,14.0,92,20,16.11,US,1611121355
Tallahassee,30.4383,-84.2807,46.99,87,1,3.06,US,1611121083
Roncade,45.63,12.3742,32.0,86,75,4.61,IT,1611121357
Novouzensk,50.4592,48.1431,-1.7,92,93,5.82,RU,1611121359
Vung Tau,10.346,107.0843,80.89,59,86,4.68,VN,1611121360
Le Port,-20.9373,55.2919,80.6,89,90,4.61,RE,1611121362
Kununurra,-15.7667,128.7333,91.4,62,40,10.36,AU,1611121363
San Cristobal,7.7669,-72.225,63.28,77,21,1.39,VE,1611121364
San Jose,37.3394,-121.895,55.4,24,1,8.05,US,1611121066
Andra,62.5147,65.8878,-10.66,87,100,9.53,RU,1611121366
Matara,5.9485,80.5353,85.71,59,79,3.42,LK,1611121368
Fare,-16.7,-151.0167,80.91,77,3,13.73,PF,1611121369
Vangaindrano,-23.35,47.6,83.41,75,81,3.91,MG,1611121370
Bhaderwah,32.9784,75.7186,52.95,38,0,2.1,IN,1611121371
Beringovskiy,63.05,179.3167,4.96,96,100,7.92,RU,1611121372
Malaṅgawā,26.8568,85.5581,73.47,46,0,6.62,NP,1611121373
Menemen,38.6075,27.0694,26.6,80,0,5.55,TR,1611121374
Karratha,-20.7377,116.8463,96.8,41,71,13.6,AU,1611121376
Brawley,32.9787,-115.5303,62.6,71,90,5.75,US,1611121377
Krasnosel'kup,65.7,82.4667,-26.14,85,81,5.21,RU,1611121378
Talaya,61.3833,152.75,-41.26,78,83,0.67,RU,1611121380
Salmon Arm,50.6998,-119.3024,28.4,86,76,1.14,CA,1611121381
Pizarro,4.9533,-77.366,76.44,89,32,3.85,CO,1611121383
Key West,24.5557,-81.7826,66.2,77,1,9.22,US,1611121283
Kitami,43.8031,143.8908,21.99,42,20,9.22,JP,1611121386
Mufulira,-12.5498,28.2407,63.97,98,100,3.31,ZM,1611121387
Mayumba,-3.432,10.6554,76.78,84,86,3.6,GA,1611121389
Brae,60.3964,-1.353,39.2,75,40,12.66,GB,1611121390
Makakilo City,21.3469,-158.0858,75.2,73,20,4.61,US,1611121391
Kyabé,9.4515,18.9449,67.37,24,13,6.89,TD,1611121393
Washougal,45.5826,-122.3534,39.99,81,40,3.44,US,1611121394
Jiangyou,31.7667,104.7167,56.26,39,87,5.26,CN,1611121395
Maceió,-9.6658,-35.7353,73.4,94,40,3.44,BR,1611121397
Giohar,2.7809,45.5005,84.18,57,84,19.01,SO,1611121398
Taoudenni,22.6783,-3.9836,55.8,34,84,10.51,ML,1611121401
Ust-Tsilma,65.441,52.1498,2.39,93,100,3.8,RU,1611121402
Genhe,50.7833,121.5167,4.33,89,100,3.98,CN,1611121403
Palamós,41.8484,3.1291,52.0,25,16,18.5,ES,1611121404
Kahului,20.8947,-156.47,73.4,73,40,11.5,US,1611121405
Louth,53.3666,-0.0044,51.8,93,75,20.71,GB,1611121311
Sakaiminato,35.55,133.2333,44.6,53,20,6.91,JP,1611121409
Westport,41.1415,-73.3579,35.01,81,0,10.92,US,1611121410
Conceição do Araguaia,-8.2578,-49.2647,72.93,93,71,1.81,BR,1611121411
Stonewall,50.1344,-97.3268,7.0,85,90,27.63,CA,1611121412
Dalhousie,32.5333,75.9833,52.07,37,0,3.56,IN,1611121413
Baraboo,43.4711,-89.7443,12.99,85,90,3.44,US,1611121414
Wairoa,-39.0333,177.3667,70.0,42,98,8.99,NZ,1611121416
Tilichiki,60.4667,166.1,-22.14,87,100,13.71,RU,1611121417
Lagoa,39.05,-27.9833,60.35,81,68,22.37,PT,1611121418
Santa Rosa,14.3122,121.1114,79.0,89,90,5.75,PH,1611121419
Gushikawa,26.3544,127.8686,71.6,56,40,17.27,JP,1611121420
Lixouri,38.2019,20.4314,50.63,57,0,9.66,GR,1611121422
Ariquemes,-9.9133,-63.0408,70.66,98,100,0.63,BR,1611121424
Tapes,-30.6733,-51.3958,68.77,79,0,9.73,BR,1611121238
Shubarshi,48.5872,57.1869,0.45,92,0,5.28,KZ,1611121426
Brejo Santo,-7.4933,-38.9872,78.8,78,40,2.3,BR,1611121427
Qandala,11.472,49.8728,73.69,65,77,4.07,SO,1611121429
Vitim,59.4511,112.5578,-23.44,82,100,3.15,RU,1611121431
Dongdu,35.85,117.7,44.24,65,93,4.83,CN,1611121432
Agbor,6.2518,6.1934,73.89,94,50,1.16,NG,1611121433
Três Rios,-22.1167,-43.2092,66.0,93,90,1.01,BR,1611121434
Tigzirt,36.8886,4.1198,52.27,49,16,14.72,DZ,1611121435
Tsiroanomandidy,-18.7667,46.0333,78.89,68,66,6.06,MG,1611121436
Lokosovo,61.1333,74.8167,-22.94,86,3,4.63,RU,1611121438
Hashtrūd,37.4779,47.0508,33.26,89,79,6.96,IR,1611121440
Mastic Beach,40.7668,-72.8521,36.0,64,1,5.75,US,1611121441
Zeya,53.75,127.2667,-13.49,84,100,2.06,RU,1611121442
Vanimo,-2.6741,141.3028,85.24,62,49,5.88,PG,1611121443
Jinchang,38.4953,102.1739,37.81,42,0,3.33,CN,1611121444
Saint-François,46.4154,3.9054,48.2,66,0,19.57,FR,1611121446
Concarneau,47.875,-3.9225,51.8,93,90,20.71,FR,1611121447
Kalmunai,7.4167,81.8167,83.1,72,5,4.21,LK,1611121448
Neepawa,50.2289,-99.4664,24.8,80,90,11.5,CA,1611121449
Palimbang,6.2106,124.1894,84.24,71,94,4.81,PH,1611121450
Te Anau,-45.4167,167.7167,49.51,86,100,6.87,NZ,1611121451
College,64.8569,-147.8028,10.4,85,40,2.86,US,1611121452
Solnechnyy,50.7214,136.6319,-5.39,85,27,7.74,RU,1611121454
Muros,42.7762,-9.0603,53.01,96,91,24.0,ES,1611121455
Northam,51.0333,-4.2167,53.01,95,100,11.99,GB,1611121457
Juneau,58.3019,-134.4197,37.4,81,90,5.75,US,1611121174
Monster,52.0258,4.175,46.99,81,90,20.71,NL,1611121460
Quatre Cocos,-20.2078,57.7625,84.99,79,75,8.05,MU,1611121461
Kilindoni,-7.9139,39.6668,82.06,77,99,12.19,TZ,1611121462
Garden City,42.3256,-83.331,30.2,93,90,8.05,US,1611121263
Mbour,14.422,-16.9638,66.2,48,61,12.66,SN,1611121464
Chuguyevka,44.1653,133.8633,20.44,91,30,3.42,RU,1611121465
Emerald,-23.5333,148.1667,95.0,34,75,10.36,AU,1611121467
Mendoza,-32.8908,-68.8272,73.4,43,0,4.12,AR,1611121468
Itainópolis,-7.4469,-41.4783,76.8,56,97,2.28,BR,1611121469
Saint Anthony,45.0205,-93.218,6.8,78,1,4.61,US,1611121470
Skellefteå,64.7507,20.9528,15.8,92,90,9.22,SE,1611121471
Itapetininga,-23.5917,-48.0531,69.51,91,100,7.83,BR,1611121472
Ahipara,-35.1667,173.1667,62.24,70,71,14.18,NZ,1611121473
Telimele,10.9167,-13.3333,59.94,58,0,0.94,GN,1611121474
Gari,59.4307,62.3497,1.87,91,100,8.08,RU,1611121476
Jacareacanga,-6.2222,-57.7528,72.37,96,100,1.03,BR,1611121477
Khvorostyanka,52.6096,48.9597,-9.62,90,71,6.06,RU,1611121480
Kosh-Agach,50.0,88.6667,12.22,83,19,0.45,RU,1611121482
Wau,7.7029,27.9953,70.54,22,40,10.02,SS,1611121333
Japura,-0.3167,102.35,87.53,53,63,3.87,ID,1611121485
Tazovsky,67.4667,78.7,-34.42,84,52,4.36,RU,1611121487
Manta,-0.95,-80.7333,77.0,83,75,3.44,EC,1611121200
Kieta,-6.2167,155.6333,83.86,68,100,4.07,PG,1611121489
Behat,30.1667,77.6167,67.98,33,0,6.76,IN,1611121490
Kumul,42.8,93.45,26.76,67,100,2.37,CN,1611121491
Pathein,16.7833,94.7333,85.01,45,18,6.6,MM,1611121492
Wilmington,34.2257,-77.9447,50.0,66,1,6.91,US,1611121494
San Fernando del Valle de Catamarca,-28.4696,-65.7852,59.0,64,93,1.01,AR,1611121487
Saryozek,44.3583,77.9753,33.28,96,100,6.2,KZ,1611121497
Beyneu,45.3167,55.2,22.01,88,85,3.4,KZ,1611121498
Carora,10.1755,-70.0827,70.95,81,30,6.24,VE,1611121499
Vila,42.0304,-8.1588,48.0,93,100,8.86,PT,1611121500
Rawson,-43.3002,-65.1023,68.4,60,36,13.44,AR,1611121504
Natal,-5.795,-35.2094,78.8,83,40,6.91,BR,1611121234
Bathsheba,13.2167,-59.5167,78.8,69,40,21.85,BB,1611121506
Salt,32.0392,35.7272,42.8,93,75,11.5,JO,1611121410
Kachkanar,58.7,59.4948,3.33,94,100,3.49,RU,1611121509
Kirkland Lake,48.1446,-80.0377,-5.8,77,99,6.29,CA,1611121510
Road Town,18.4167,-64.6167,78.01,81,100,18.01,VG,1611121511
Chapleau,47.8405,-83.4034,-10.25,90,61,3.06,CA,1611121513
Verkhnyaya Inta,65.9811,60.3094,2.03,94,100,8.21,RU,1611121514
Maralal,1.0968,36.698,68.54,44,89,9.84,KE,1611121515
Coahuayana Viejo,18.7333,-103.6833,72.36,75,100,3.8,MX,1611121517
Kalangala,-0.3089,32.225,72.3,66,68,3.18,UG,1611121518
Kimbe,-5.5502,150.1429,83.41,77,80,3.22,PG,1611121520
Birjand,32.8663,59.2211,44.6,15,0,11.5,IR,1611121521
Zhaotong,27.3167,103.7167,41.63,78,100,5.64,CN,1611121522
Ostrovnoy,68.0531,39.5131,13.89,94,100,17.65,RU,1611121524
Nemuro,43.3236,145.575,19.4,53,40,6.91,JP,1611121400
Mitsamiouli,-11.3847,43.2844,82.87,75,100,10.0,KM,1611121527
Ambatolampy,-19.3833,47.4167,66.2,94,75,8.05,MG,1611121529
Matagami,49.7502,-77.6328,-5.8,84,90,9.22,CA,1611121530
Kiryat Gat,31.61,34.7642,52.0,100,100,15.66,IL,1611121531
